user_id,item_id,timestamp,state_label,feature 0,feature 1,feature 2,feature 3,feature 4,feature 5
3,4,1645,1,0.06,0.071,0.153,0.0,0.687,0.029
4,3,1645,2,0.057,0.256,0.18,0.45,0.0,0.057
5,4,1645,1,0.1669999999999999,0.159,0.146,0.153,0.376,0.0
1,4,1646,1,0.11,0.0,0.094,0.04,0.67,0.086
2,4,1646,2,0.09,0.117,0.0,0.047,0.711,0.034
3,4,1646,1,0.057,0.067,0.131,0.0,0.716,0.029
4,3,1646,2,0.054,0.193,0.146,0.5489999999999999,0.0,0.059
5,4,1646,1,0.176,0.1639999999999999,0.134,0.157,0.369,0.0
1,4,1647,1,0.081,0.0,0.09,0.03,0.721,0.077
2,4,1647,2,0.027,0.056,0.0,0.017,0.89,0.01
3,4,1647,1,0.047,0.071,0.126,0.0,0.727,0.029
4,3,1647,2,0.047,0.217,0.177,0.501,0.0,0.057
5,1,1647,1,0.087,0.341,0.124,0.109,0.339,0.0
1,4,1648,1,0.179,0.0,0.126,0.043,0.5489999999999999,0.104
2,4,1648,2,0.293,0.113,0.0,0.043,0.469,0.083
3,4,1648,1,0.063,0.073,0.146,0.0,0.69,0.029
4,3,1648,2,0.091,0.216,0.183,0.451,0.0,0.059
5,1,1648,1,0.029,0.486,0.117,0.049,0.32,0.0
1,4,1649,1,0.174,0.0,0.104,0.106,0.513,0.103
2,0,1649,2,0.317,0.203,0.0,0.104,0.289,0.087
3,4,1649,1,0.08,0.067,0.134,0.0,0.69,0.029
4,3,1649,2,0.1639999999999999,0.187,0.2,0.381,0.0,0.067
5,4,1649,1,0.069,0.133,0.109,0.26,0.43,0.0
1,4,1650,1,0.153,0.0,0.071,0.24,0.45,0.086
2,1,1650,2,0.041,0.374,0.0,0.319,0.259,0.0069999999999999
3,4,1650,1,0.071,0.071,0.1369999999999999,0.0,0.691,0.029
4,3,1650,2,0.029,0.17,0.174,0.556,0.0,0.071
5,3,1650,1,0.046,0.054,0.056,0.526,0.319,0.0
1,4,1651,1,0.25,0.0,0.127,0.059,0.45,0.114
2,1,1651,2,0.059,0.529,0.0,0.097,0.263,0.053
3,4,1651,1,0.047,0.241,0.104,0.0,0.589,0.019
4,3,1651,2,0.023,0.289,0.186,0.431,0.0,0.071
5,1,1651,1,0.027,0.52,0.117,0.067,0.269,0.0
1,4,1652,1,0.129,0.0,0.113,0.039,0.621,0.099
2,1,1652,2,0.031,0.477,0.0,0.113,0.349,0.03
3,4,1652,1,0.059,0.089,0.131,0.0,0.693,0.029
4,2,1652,2,0.02,0.28,0.403,0.249,0.0,0.049
5,4,1652,1,0.03,0.27,0.099,0.087,0.514,0.0
1,4,1653,1,0.1669999999999999,0.0,0.116,0.084,0.529,0.104
2,1,1653,2,0.043,0.556,0.0,0.107,0.254,0.04
3,4,1653,1,0.069,0.077,0.139,0.0,0.687,0.029
4,1,1653,2,0.034,0.336,0.246,0.316,0.0,0.069
5,3,1653,1,0.026,0.04,0.063,0.5760000000000001,0.296,0.0
1,4,1654,1,0.261,0.0,0.124,0.073,0.4270000000000001,0.114
2,1,1654,2,0.017,0.653,0.0,0.134,0.133,0.063
3,4,1654,1,0.071,0.071,0.143,0.0,0.6859999999999999,0.029
4,2,1654,2,0.053,0.244,0.376,0.273,0.0,0.054
5,3,1654,1,0.069,0.051,0.07,0.6859999999999999,0.124,0.0
1,4,1655,1,0.26,0.0,0.119,0.087,0.421,0.113
2,1,1655,2,0.017,0.67,0.0,0.146,0.099,0.069
3,4,1655,1,0.117,0.116,0.184,0.0,0.556,0.027
4,2,1655,2,0.067,0.219,0.384,0.267,0.0,0.063
5,3,1655,1,0.063,0.06,0.07,0.5660000000000001,0.241,0.0
1,4,1656,1,0.261,0.0,0.114,0.103,0.413,0.109
2,1,1656,2,0.074,0.541,0.0,0.141,0.171,0.071
3,4,1656,1,0.159,0.153,0.23,0.0,0.434,0.024
4,0,1656,2,0.34,0.156,0.151,0.279,0.0,0.074
5,3,1656,1,0.176,0.13,0.253,0.33,0.111,0.0
1,4,1657,1,0.273,0.0,0.131,0.057,0.423,0.116
2,1,1657,2,0.07,0.647,0.0,0.149,0.069,0.066
3,4,1657,1,0.081,0.074,0.139,0.0,0.677,0.029
4,0,1657,2,0.46,0.173,0.13,0.156,0.0,0.081
5,2,1657,1,0.271,0.109,0.466,0.059,0.096,0.0
1,4,1658,1,0.244,0.0,0.196,0.053,0.404,0.103
2,1,1658,2,0.051,0.7390000000000001,0.0,0.134,0.024,0.051
3,2,1658,1,0.086,0.27,0.47,0.0,0.149,0.026
4,1,1658,2,0.069,0.327,0.284,0.24,0.0,0.08
5,1,1658,1,0.18,0.4370000000000001,0.271,0.067,0.044,0.0
1,4,1659,1,0.274,0.0,0.129,0.057,0.426,0.114
2,1,1659,2,0.053,0.524,0.0,0.113,0.247,0.063
3,0,1659,1,0.503,0.317,0.073,0.0,0.101,0.006
4,1,1659,2,0.067,0.39,0.267,0.201,0.0,0.074
5,1,1659,1,0.099,0.659,0.1369999999999999,0.047,0.059,0.0
1,4,1660,1,0.273,0.0,0.133,0.057,0.423,0.114
2,4,1660,2,0.243,0.24,0.0,0.039,0.406,0.073
3,2,1660,1,0.331,0.209,0.346,0.0,0.099,0.016
4,1,1660,2,0.051,0.39,0.264,0.219,0.0,0.076
5,1,1660,1,0.046,0.65,0.17,0.053,0.081,0.0
1,4,1661,1,0.277,0.0,0.133,0.057,0.416,0.117
2,0,1661,2,0.639,0.166,0.0,0.043,0.034,0.119
3,2,1661,1,0.076,0.1,0.677,0.0,0.119,0.029
4,0,1661,2,0.386,0.224,0.149,0.144,0.0,0.097
5,1,1661,1,0.059,0.6509999999999999,0.15,0.046,0.094,0.0
1,4,1662,1,0.301,0.0,0.116,0.051,0.413,0.119
2,0,1662,2,0.631,0.163,0.0,0.044,0.036,0.126
3,2,1662,1,0.181,0.09,0.539,0.0,0.161,0.029
4,0,1662,2,0.563,0.166,0.106,0.06,0.0,0.106
5,1,1662,1,0.156,0.596,0.126,0.029,0.094,0.0
1,4,1663,1,0.31,0.0,0.114,0.053,0.413,0.11
2,0,1663,2,0.596,0.236,0.0,0.04,0.036,0.093
3,2,1663,1,0.149,0.24,0.459,0.0,0.123,0.03
4,0,1663,2,0.33,0.3229999999999999,0.123,0.127,0.0,0.097
5,1,1663,1,0.121,0.613,0.151,0.043,0.071,0.0
1,4,1664,1,0.271,0.0,0.14,0.057,0.417,0.114
2,0,1664,2,0.609,0.2,0.0,0.046,0.039,0.107
3,2,1664,1,0.089,0.22,0.459,0.0,0.204,0.029
4,1,1664,2,0.09,0.33,0.309,0.189,0.0,0.083
5,1,1664,1,0.029,0.657,0.1669999999999999,0.057,0.09,0.0
1,4,1665,1,0.264,0.0,0.147,0.057,0.42,0.111
2,1,1665,2,0.176,0.423,0.0,0.133,0.179,0.09
3,2,1665,1,0.069,0.29,0.457,0.0,0.139,0.046
4,2,1665,2,0.11,0.244,0.377,0.201,0.0,0.067
5,1,1665,1,0.029,0.609,0.203,0.057,0.103,0.0
1,4,1666,1,0.197,0.0,0.11,0.047,0.53,0.116
2,4,1666,2,0.366,0.111,0.0,0.044,0.387,0.091
3,2,1666,1,0.074,0.084,0.537,0.0,0.24,0.064
4,2,1666,2,0.157,0.24,0.263,0.254,0.0,0.086
5,4,1666,1,0.077,0.084,0.063,0.147,0.629,0.0
1,4,1667,1,0.236,0.0,0.14,0.054,0.456,0.114
2,1,1667,2,0.131,0.487,0.0,0.131,0.157,0.093
3,2,1667,1,0.046,0.163,0.591,0.0,0.176,0.024
4,1,1667,2,0.157,0.271,0.236,0.251,0.0,0.084
5,1,1667,1,0.1,0.35,0.14,0.073,0.337,0.0
1,4,1668,1,0.259,0.0,0.144,0.057,0.4270000000000001,0.113
2,1,1668,2,0.127,0.474,0.0,0.1369999999999999,0.154,0.107
3,2,1668,1,0.053,0.174,0.44,0.0,0.289,0.044
4,2,1668,2,0.117,0.231,0.376,0.223,0.0,0.053
5,1,1668,1,0.156,0.51,0.161,0.066,0.107,0.0
1,4,1669,1,0.273,0.0,0.129,0.057,0.4270000000000001,0.114
2,1,1669,2,0.141,0.52,0.0,0.14,0.089,0.11
3,4,1669,1,0.064,0.056,0.087,0.0,0.653,0.14
4,2,1669,2,0.099,0.236,0.386,0.233,0.0,0.047
5,0,1669,1,0.597,0.106,0.114,0.099,0.084,0.0
1,4,1670,1,0.271,0.0,0.13,0.057,0.4270000000000001,0.114
2,1,1670,2,0.147,0.49,0.0,0.267,0.03,0.066
3,4,1670,1,0.063,0.061,0.106,0.0,0.6559999999999999,0.114
4,2,1670,2,0.067,0.264,0.389,0.233,0.0,0.047
5,1,1670,1,0.254,0.266,0.25,0.127,0.103,0.0
1,4,1671,1,0.261,0.0,0.139,0.057,0.429,0.114
2,1,1671,2,0.047,0.536,0.0,0.36,0.0069999999999999,0.05
3,4,1671,1,0.1689999999999999,0.183,0.216,0.0,0.363,0.07
4,2,1671,2,0.071,0.286,0.354,0.241,0.0,0.047
5,0,1671,1,0.327,0.17,0.313,0.116,0.074,0.0
1,4,1672,1,0.271,0.0,0.129,0.057,0.429,0.114
2,1,1672,2,0.073,0.413,0.0,0.393,0.029,0.093
3,1,1672,1,0.104,0.34,0.22,0.0,0.3,0.036
4,1,1672,2,0.086,0.413,0.204,0.206,0.0,0.091
5,0,1672,1,0.51,0.244,0.096,0.091,0.059,0.0
1,4,1673,1,0.267,0.0,0.133,0.059,0.4270000000000001,0.114
2,1,1673,2,0.046,0.49,0.0,0.374,0.017,0.073
3,2,1673,1,0.076,0.284,0.511,0.0,0.1,0.029
4,1,1673,2,0.083,0.489,0.151,0.163,0.0,0.114
5,1,1673,1,0.243,0.48,0.139,0.079,0.06,0.0
1,4,1674,1,0.251,0.0,0.1639999999999999,0.057,0.42,0.107
2,1,1674,2,0.097,0.56,0.0,0.261,0.017,0.064
3,2,1674,1,0.054,0.146,0.66,0.0,0.111,0.029
4,1,1674,2,0.1,0.339,0.257,0.231,0.0,0.073
5,1,1674,1,0.12,0.509,0.187,0.091,0.093,0.0
1,4,1675,1,0.257,0.0,0.156,0.06,0.416,0.111
2,1,1675,2,0.029,0.711,0.0,0.159,0.014,0.087
3,2,1675,1,0.05,0.259,0.573,0.0,0.09,0.029
4,1,1675,2,0.117,0.49,0.179,0.151,0.0,0.063
5,1,1675,1,0.056,0.45,0.229,0.177,0.089,0.0
1,4,1676,1,0.256,0.0,0.1369999999999999,0.064,0.429,0.114
2,1,1676,2,0.027,0.7140000000000001,0.0,0.159,0.014,0.086
3,2,1676,1,0.06,0.12,0.674,0.0,0.117,0.029
4,3,1676,2,0.12,0.239,0.273,0.287,0.0,0.081
5,3,1676,1,0.079,0.113,0.097,0.589,0.123,0.0
1,4,1677,1,0.237,0.0,0.187,0.059,0.416,0.101
2,1,1677,2,0.029,0.72,0.0,0.151,0.014,0.086
3,2,1677,1,0.08,0.14,0.623,0.0,0.129,0.029
4,2,1677,2,0.096,0.234,0.36,0.241,0.0,0.069
5,3,1677,1,0.084,0.126,0.321,0.354,0.114,0.0
1,4,1678,1,0.231,0.0,0.196,0.056,0.416,0.101
2,1,1678,2,0.11,0.351,0.0,0.094,0.34,0.104
3,2,1678,1,0.066,0.109,0.664,0.0,0.133,0.029
4,2,1678,2,0.121,0.251,0.324,0.246,0.0,0.057
5,2,1678,1,0.096,0.139,0.467,0.1639999999999999,0.134,0.0
1,4,1679,1,0.264,0.0,0.133,0.061,0.429,0.113
2,0,1679,2,0.637,0.131,0.0,0.057,0.056,0.119
3,2,1679,1,0.08,0.106,0.644,0.0,0.141,0.029
4,1,1679,2,0.214,0.263,0.194,0.241,0.0,0.087
5,3,1679,1,0.104,0.103,0.15,0.53,0.113,0.0
1,4,1680,1,0.251,0.0,0.15,0.06,0.426,0.113
2,0,1680,2,0.654,0.143,0.0,0.057,0.029,0.117
3,2,1680,1,0.084,0.109,0.636,0.0,0.143,0.029
4,2,1680,2,0.201,0.226,0.256,0.233,0.0,0.084
5,3,1680,1,0.127,0.157,0.22,0.363,0.133,0.0
1,4,1681,1,0.261,0.0,0.133,0.061,0.429,0.116
2,0,1681,2,0.634,0.16,0.0,0.049,0.031,0.126
3,2,1681,1,0.129,0.156,0.464,0.0,0.219,0.033
4,2,1681,2,0.103,0.249,0.326,0.259,0.0,0.064
5,3,1681,1,0.083,0.077,0.087,0.6459999999999999,0.107,0.0
1,4,1682,1,0.201,0.0,0.293,0.043,0.386,0.077
2,0,1682,2,0.389,0.171,0.0,0.047,0.291,0.101
3,2,1682,1,0.076,0.106,0.6459999999999999,0.0,0.143,0.03
4,2,1682,2,0.139,0.22,0.331,0.247,0.0,0.063
5,2,1682,1,0.08,0.111,0.684,0.067,0.057,0.0
1,4,1683,1,0.263,0.0,0.1369999999999999,0.057,0.429,0.114
2,1,1683,2,0.079,0.573,0.0,0.126,0.121,0.101
3,2,1683,1,0.061,0.119,0.6609999999999999,0.0,0.13,0.029
4,0,1683,2,0.281,0.206,0.204,0.21,0.0,0.099
5,2,1683,1,0.221,0.209,0.31,0.143,0.117,0.0
1,4,1684,1,0.267,0.0,0.133,0.057,0.429,0.114
2,1,1684,2,0.029,0.726,0.0,0.143,0.014,0.089
3,2,1684,1,0.07,0.1369999999999999,0.6459999999999999,0.0,0.117,0.03
4,0,1684,2,0.41,0.191,0.157,0.159,0.0,0.083
5,0,1684,1,0.286,0.284,0.197,0.131,0.101,0.0
1,4,1685,1,0.27,0.0,0.131,0.057,0.4270000000000001,0.114
2,1,1685,2,0.06,0.6509999999999999,0.0,0.146,0.034,0.109
3,2,1685,1,0.056,0.129,0.67,0.0,0.117,0.029
4,0,1685,2,0.473,0.214,0.121,0.121,0.0,0.07
5,0,1685,1,0.397,0.301,0.153,0.081,0.067,0.0
1,4,1686,1,0.246,0.0,0.157,0.057,0.4270000000000001,0.113
2,1,1686,2,0.14,0.45,0.0,0.1369999999999999,0.163,0.11
3,2,1686,1,0.057,0.101,0.6859999999999999,0.0,0.127,0.029
4,2,1686,2,0.106,0.256,0.34,0.239,0.0,0.06
5,0,1686,1,0.509,0.17,0.146,0.106,0.07,0.0
1,4,1687,1,0.243,0.0,0.194,0.054,0.409,0.1
2,4,1687,2,0.149,0.313,0.0,0.094,0.37,0.074
3,2,1687,1,0.053,0.17,0.639,0.0,0.11,0.029
4,2,1687,2,0.096,0.271,0.329,0.226,0.0,0.079
5,1,1687,1,0.186,0.477,0.173,0.071,0.093,0.0
1,4,1688,1,0.239,0.0,0.177,0.057,0.42,0.107
2,1,1688,2,0.084,0.631,0.0,0.133,0.066,0.086
3,2,1688,1,0.054,0.1639999999999999,0.649,0.0,0.104,0.029
4,2,1688,2,0.111,0.26,0.321,0.241,0.0,0.066
5,0,1688,1,0.401,0.279,0.157,0.094,0.069,0.0
1,4,1689,1,0.263,0.0,0.139,0.057,0.4270000000000001,0.114
2,1,1689,2,0.041,0.7140000000000001,0.0,0.157,0.014,0.073
3,4,1689,1,0.116,0.204,0.274,0.0,0.37,0.036
4,2,1689,2,0.113,0.234,0.359,0.227,0.0,0.067
5,0,1689,1,0.5660000000000001,0.156,0.113,0.101,0.064,0.0
1,4,1690,1,0.269,0.0,0.131,0.057,0.429,0.114
2,1,1690,2,0.029,0.7140000000000001,0.0,0.157,0.014,0.086
3,2,1690,1,0.114,0.187,0.366,0.0,0.297,0.036
4,2,1690,2,0.12,0.226,0.326,0.257,0.0,0.071
5,0,1690,1,0.546,0.163,0.113,0.103,0.076,0.0
1,4,1691,1,0.3,0.0,0.159,0.066,0.349,0.127
2,1,1691,2,0.03,0.7240000000000001,0.0,0.144,0.016,0.086
3,2,1691,1,0.066,0.11,0.669,0.0,0.127,0.029
4,2,1691,2,0.114,0.227,0.34,0.237,0.0,0.081
5,0,1691,1,0.569,0.1369999999999999,0.124,0.101,0.069,0.0
1,0,1692,1,0.439,0.0,0.189,0.084,0.139,0.15
2,1,1692,2,0.236,0.34,0.0,0.099,0.239,0.087
3,2,1692,1,0.163,0.107,0.5710000000000001,0.0,0.13,0.029
4,0,1692,2,0.287,0.18,0.231,0.221,0.0,0.08
5,0,1692,1,0.634,0.104,0.093,0.084,0.084,0.0
1,2,1693,1,0.096,0.0,0.6559999999999999,0.096,0.064,0.089
2,0,1693,2,0.5539999999999999,0.114,0.0,0.05,0.16,0.121
3,2,1693,1,0.064,0.096,0.713,0.0,0.104,0.023
4,2,1693,2,0.129,0.176,0.411,0.219,0.0,0.066
5,2,1693,1,0.2,0.117,0.531,0.094,0.057,0.0
1,2,1694,1,0.087,0.0,0.679,0.1,0.071,0.063
2,0,1694,2,0.599,0.109,0.0,0.054,0.087,0.151
3,2,1694,1,0.031,0.084,0.7909999999999999,0.0,0.076,0.017
4,2,1694,2,0.08,0.161,0.601,0.127,0.0,0.03
5,2,1694,1,0.036,0.08,0.769,0.076,0.04,0.0
1,2,1695,1,0.206,0.0,0.664,0.024,0.046,0.06
2,1,1695,2,0.163,0.409,0.0,0.1,0.211,0.117
3,2,1695,1,0.023,0.063,0.8340000000000001,0.0,0.063,0.017
4,2,1695,2,0.086,0.139,0.59,0.156,0.0,0.03
5,2,1695,1,0.039,0.084,0.7909999999999999,0.044,0.041,0.0
1,2,1696,1,0.201,0.0,0.35,0.05,0.051,0.347
2,1,1696,2,0.033,0.696,0.0,0.1639999999999999,0.017,0.09
3,2,1696,1,0.039,0.131,0.7040000000000001,0.0,0.097,0.029
4,2,1696,2,0.05,0.261,0.386,0.253,0.0,0.05
5,2,1696,1,0.061,0.15,0.677,0.056,0.056,0.0
1,5,1697,1,0.039,0.0,0.204,0.054,0.03,0.6729999999999999
2,1,1697,2,0.029,0.7140000000000001,0.0,0.157,0.014,0.086
3,2,1697,1,0.054,0.111,0.693,0.0,0.113,0.029
4,2,1697,2,0.123,0.239,0.31,0.257,0.0,0.071
5,2,1697,1,0.069,0.136,0.677,0.06,0.059,0.0
1,5,1698,1,0.191,0.0,0.254,0.064,0.041,0.449
2,1,1698,2,0.029,0.7140000000000001,0.0,0.157,0.014,0.086
3,2,1698,1,0.08,0.146,0.626,0.0,0.12,0.029
4,2,1698,2,0.131,0.234,0.32,0.247,0.0,0.067
5,2,1698,1,0.07,0.126,0.706,0.05,0.049,0.0
1,2,1699,1,0.314,0.0,0.329,0.06,0.049,0.249
2,1,1699,2,0.029,0.716,0.0,0.156,0.014,0.086
3,2,1699,1,0.046,0.11,0.711,0.0,0.106,0.027
4,2,1699,2,0.097,0.219,0.391,0.227,0.0,0.066
5,2,1699,1,0.066,0.119,0.726,0.044,0.046,0.0
1,2,1700,1,0.369,0.0,0.414,0.046,0.057,0.114
2,1,1700,2,0.029,0.7140000000000001,0.0,0.157,0.014,0.086
3,2,1700,1,0.033,0.11,0.741,0.0,0.09,0.026
4,2,1700,2,0.067,0.211,0.47,0.206,0.0,0.046
5,2,1700,1,0.057,0.113,0.7290000000000001,0.054,0.047,0.0
1,5,1701,1,0.071,0.0,0.271,0.043,0.039,0.5760000000000001
2,1,1701,2,0.029,0.7140000000000001,0.0,0.157,0.014,0.086
3,2,1701,1,0.053,0.119,0.6940000000000001,0.0,0.107,0.027
4,2,1701,2,0.104,0.224,0.383,0.233,0.0,0.056
5,2,1701,1,0.059,0.129,0.561,0.054,0.197,0.0
1,5,1702,1,0.043,0.0,0.231,0.04,0.031,0.654
2,1,1702,2,0.031,0.7140000000000001,0.0,0.157,0.014,0.083
3,2,1702,1,0.07,0.136,0.649,0.0,0.119,0.027
4,2,1702,2,0.057,0.224,0.436,0.209,0.0,0.074
5,2,1702,1,0.277,0.186,0.384,0.099,0.054,0.0
1,5,1703,1,0.05,0.0,0.144,0.057,0.049,0.7
2,1,1703,2,0.034,0.7140000000000001,0.0,0.157,0.014,0.08
3,2,1703,1,0.084,0.166,0.599,0.0,0.124,0.027
4,2,1703,2,0.093,0.221,0.389,0.219,0.0,0.079
5,0,1703,1,0.48,0.173,0.2,0.093,0.054,0.0
1,2,1704,1,0.214,0.0,0.267,0.067,0.214,0.237
2,1,1704,2,0.03,0.7140000000000001,0.0,0.157,0.014,0.084
3,2,1704,1,0.066,0.154,0.6409999999999999,0.0,0.111,0.027
4,2,1704,2,0.03,0.266,0.4270000000000001,0.23,0.0,0.047
5,0,1704,1,0.443,0.244,0.161,0.101,0.05,0.0
1,2,1705,1,0.157,0.0,0.51,0.033,0.05,0.25
2,1,1705,2,0.03,0.7140000000000001,0.0,0.157,0.014,0.084
3,2,1705,1,0.023,0.124,0.787,0.0,0.051,0.014
4,2,1705,2,0.013,0.179,0.619,0.1639999999999999,0.0,0.026
5,2,1705,1,0.044,0.119,0.777,0.037,0.023,0.0
1,0,1706,1,0.324,0.0,0.209,0.066,0.289,0.113
2,1,1706,2,0.033,0.7390000000000001,0.0,0.146,0.013,0.07
3,2,1706,1,0.05,0.319,0.524,0.0,0.079,0.029
4,1,1706,2,0.014,0.529,0.304,0.117,0.0,0.036
5,1,1706,1,0.083,0.6509999999999999,0.166,0.059,0.041,0.0
1,4,1707,1,0.25,0.0,0.173,0.057,0.413,0.107
2,1,1707,2,0.126,0.527,0.0,0.146,0.107,0.094
3,2,1707,1,0.047,0.254,0.584,0.0,0.086,0.029
4,2,1707,2,0.02,0.301,0.414,0.214,0.0,0.05
5,1,1707,1,0.069,0.62,0.184,0.057,0.07,0.0
1,0,1708,1,0.397,0.0,0.194,0.077,0.206,0.126
2,1,1708,2,0.17,0.366,0.0,0.133,0.226,0.106
3,2,1708,1,0.059,0.144,0.65,0.0,0.119,0.029
4,2,1708,2,0.024,0.281,0.409,0.234,0.0,0.051
5,1,1708,1,0.317,0.359,0.163,0.081,0.08,0.0
1,0,1709,1,0.473,0.0,0.206,0.086,0.1,0.136
2,1,1709,2,0.057,0.6829999999999999,0.0,0.151,0.034,0.074
3,2,1709,1,0.056,0.129,0.674,0.0,0.113,0.029
4,2,1709,2,0.019,0.271,0.439,0.219,0.0,0.053
5,0,1709,1,0.5529999999999999,0.16,0.123,0.1,0.064,0.0
1,2,1710,1,0.273,0.0,0.334,0.073,0.219,0.101
2,1,1710,2,0.041,0.7140000000000001,0.0,0.157,0.014,0.073
3,2,1710,1,0.044,0.143,0.6970000000000001,0.0,0.091,0.024
4,2,1710,2,0.013,0.237,0.531,0.173,0.0,0.046
5,0,1710,1,0.363,0.231,0.269,0.093,0.044,0.0
1,2,1711,1,0.247,0.0,0.491,0.071,0.093,0.097
2,1,1711,2,0.037,0.7140000000000001,0.0,0.157,0.014,0.077
3,2,1711,1,0.043,0.107,0.7609999999999999,0.0,0.073,0.016
4,2,1711,2,0.01,0.18,0.64,0.139,0.0,0.031
5,0,1711,1,0.409,0.186,0.289,0.079,0.039,0.0
1,2,1712,1,0.289,0.0,0.5,0.057,0.066,0.089
2,1,1712,2,0.029,0.7140000000000001,0.0,0.157,0.014,0.086
3,2,1712,1,0.059,0.097,0.7559999999999999,0.0,0.073,0.016
4,2,1712,2,0.05,0.179,0.583,0.149,0.0,0.04
5,2,1712,1,0.156,0.13,0.357,0.257,0.1,0.0
1,2,1713,1,0.346,0.0,0.424,0.051,0.083,0.096
2,1,1713,2,0.073,0.57,0.0,0.157,0.103,0.097
3,2,1713,1,0.031,0.103,0.7509999999999999,0.0,0.09,0.024
4,2,1713,2,0.069,0.221,0.459,0.204,0.0,0.047
5,2,1713,1,0.043,0.076,0.461,0.337,0.083,0.0
1,2,1714,1,0.101,0.0,0.7390000000000001,0.047,0.064,0.049
2,1,1714,2,0.057,0.7140000000000001,0.0,0.143,0.029,0.057
3,2,1714,1,0.016,0.07,0.843,0.0,0.059,0.013
4,2,1714,2,0.056,0.13,0.657,0.123,0.0,0.034
5,4,1714,1,0.047,0.027,0.409,0.104,0.413,0.0
1,2,1715,1,0.039,0.0,0.8440000000000001,0.009,0.09,0.019
2,1,1715,2,0.051,0.67,0.0,0.15,0.053,0.076
3,2,1715,1,0.006,0.02,0.949,0.0,0.02,0.006
4,2,1715,2,0.011,0.04,0.8959999999999999,0.043,0.0,0.01
5,2,1715,1,0.06,0.05,0.6970000000000001,0.049,0.144,0.0
1,2,1716,1,0.01,0.0,0.93,0.026,0.011,0.023
2,1,1716,2,0.029,0.7140000000000001,0.0,0.157,0.014,0.086
3,2,1716,1,0.009,0.006,0.983,0.0,0.003,0.0
4,2,1716,2,0.004,0.013,0.97,0.01,0.0,0.003
5,2,1716,1,0.037,0.033,0.6890000000000001,0.031,0.21,0.0
1,2,1717,1,0.3,0.0,0.499,0.049,0.076,0.077
2,1,1717,2,0.029,0.7140000000000001,0.0,0.157,0.014,0.086
3,2,1717,1,0.026,0.079,0.813,0.0,0.064,0.019
4,2,1717,2,0.049,0.1639999999999999,0.606,0.144,0.0,0.037
5,2,1717,1,0.041,0.054,0.423,0.141,0.34,0.0
1,2,1718,1,0.39,0.0,0.393,0.037,0.074,0.106
2,1,1718,2,0.029,0.7140000000000001,0.0,0.157,0.014,0.086
3,2,1718,1,0.037,0.101,0.731,0.0,0.103,0.027
4,2,1718,2,0.066,0.203,0.493,0.181,0.0,0.057
5,4,1718,1,0.09,0.151,0.263,0.141,0.354,0.0
1,2,1719,1,0.386,0.0,0.387,0.04,0.079,0.109
2,1,1719,2,0.029,0.7140000000000001,0.0,0.157,0.014,0.086
3,2,1719,1,0.024,0.11,0.76,0.0,0.089,0.017
4,2,1719,2,0.073,0.209,0.479,0.184,0.0,0.056
5,2,1719,1,0.08,0.149,0.487,0.139,0.146,0.0
1,0,1720,1,0.391,0.0,0.38,0.044,0.079,0.106
2,1,1720,2,0.029,0.7140000000000001,0.0,0.157,0.014,0.086
3,2,1720,1,0.04,0.114,0.759,0.0,0.069,0.019
4,2,1720,2,0.074,0.187,0.493,0.206,0.0,0.04
5,2,1720,1,0.056,0.096,0.736,0.067,0.046,0.0
1,0,1721,1,0.409,0.0,0.321,0.06,0.091,0.119
2,1,1721,2,0.057,0.556,0.0,0.149,0.153,0.086
3,2,1721,1,0.06,0.13,0.6759999999999999,0.0,0.11,0.024
4,2,1721,2,0.1369999999999999,0.217,0.341,0.236,0.0,0.069
5,2,1721,1,0.063,0.114,0.7170000000000001,0.059,0.047,0.0
1,0,1722,1,0.466,0.0,0.253,0.069,0.091,0.121
2,1,1722,2,0.059,0.6829999999999999,0.0,0.151,0.047,0.06
3,2,1722,1,0.059,0.117,0.67,0.0,0.126,0.029
4,2,1722,2,0.081,0.207,0.451,0.204,0.0,0.056
5,4,1722,1,0.083,0.103,0.369,0.069,0.377,0.0
1,0,1723,1,0.473,0.0,0.181,0.086,0.111,0.149
2,4,1723,2,0.053,0.34,0.0,0.161,0.3670000000000001,0.079
3,2,1723,1,0.057,0.114,0.6709999999999999,0.0,0.129,0.029
4,3,1723,2,0.13,0.247,0.223,0.327,0.0,0.073
5,4,1723,1,0.243,0.12,0.109,0.127,0.401,0.0
1,0,1724,1,0.489,0.0,0.1689999999999999,0.086,0.113,0.144
2,4,1724,2,0.236,0.199,0.0,0.076,0.4,0.09
3,2,1724,1,0.079,0.126,0.643,0.0,0.124,0.029
4,1,1724,2,0.12,0.436,0.163,0.221,0.0,0.06
5,1,1724,1,0.156,0.4270000000000001,0.157,0.103,0.157,0.0
1,0,1725,1,0.49,0.0,0.1669999999999999,0.086,0.114,0.143
2,4,1725,2,0.261,0.219,0.0,0.04,0.417,0.063
3,2,1725,1,0.061,0.174,0.633,0.0,0.103,0.029
4,1,1725,2,0.127,0.434,0.173,0.183,0.0,0.083
5,1,1725,1,0.077,0.63,0.1639999999999999,0.047,0.081,0.0
1,0,1726,1,0.489,0.0,0.176,0.086,0.101,0.149
2,4,1726,2,0.143,0.296,0.0,0.06,0.423,0.079
3,2,1726,1,0.059,0.143,0.653,0.0,0.117,0.029
